"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 24 12:56:12 GMT 2024","Wed Jan 24 12:56:13 GMT 2024","1668","tests","signup_test","TestSignUp","","","test_page_loaded",""
