"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 29 19:02:43 GMT 2024","Thu Feb 29 19:02:44 GMT 2024","826","tests","signup_test","TestSignUp","","","test_page_loaded",""
